"Step","lmbda0_lr5e5_steps20k - train/loss","lmbda0_lr5e5_steps20k - train/loss__MIN","lmbda0_lr5e5_steps20k - train/loss__MAX","lmbda1_lr1e4 - train/loss","lmbda1_lr1e4 - train/loss__MIN","lmbda1_lr1e4 - train/loss__MAX","lmbda1_lr5e5 - train/loss","lmbda1_lr5e5 - train/loss__MIN","lmbda1_lr5e5 - train/loss__MAX","lmbda0_beta1 - train/loss","lmbda0_beta1 - train/loss__MIN","lmbda0_beta1 - train/loss__MAX","lmbda0_lr1e4 - train/loss","lmbda0_lr1e4 - train/loss__MIN","lmbda0_lr1e4 - train/loss__MAX","lmbda1_tok512 - train/loss","lmbda1_tok512 - train/loss__MIN","lmbda1_tok512 - train/loss__MAX","lmbda1_bs16 - train/loss","lmbda1_bs16 - train/loss__MIN","lmbda1_bs16 - train/loss__MAX","lmbda1_tok256 - train/loss","lmbda1_tok256 - train/loss__MIN","lmbda1_tok256 - train/loss__MAX","lmbda1_beta05 - train/loss","lmbda1_beta05 - train/loss__MIN","lmbda1_beta05 - train/loss__MAX","lmbda0_beta05 - train/loss","lmbda0_beta05 - train/loss__MIN","lmbda0_beta05 - train/loss__MAX"
"18264","0.0449","0.0449","0.0449","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18265","0.0443","0.0443","0.0443","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18267","0.0549","0.0549","0.0549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18272","0.0532","0.0532","0.0532","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18274","0.0555","0.0555","0.0555","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18276","0.049","0.049","0.049","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18278","0.0553","0.0553","0.0553","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18279","0.0498","0.0498","0.0498","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18280","0.0606","0.0606","0.0606","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18283","0.0438","0.0438","0.0438","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18287","0.0433","0.0433","0.0433","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18288","0.0562","0.0562","0.0562","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18289","0.0597","0.0597","0.0597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18290","0.0532","0.0532","0.0532","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18292","0.0518","0.0518","0.0518","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18293","0.0454","0.0454","0.0454","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18295","0.051","0.051","0.051","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18297","0.0562","0.0562","0.0562","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18299","0.0493","0.0493","0.0493","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18300","0.0578","0.0578","0.0578","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18301","0.0596","0.0596","0.0596","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18303","0.0491","0.0491","0.0491","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18306","0.044","0.044","0.044","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18307","0.0507","0.0507","0.0507","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18311","0.0463","0.0463","0.0463","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18312","0.0522","0.0522","0.0522","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18316","0.0544","0.0544","0.0544","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18318","0.054","0.054","0.054","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18321","0.0553","0.0553","0.0553","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18322","0.0483","0.0483","0.0483","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18323","0.0565","0.0565","0.0565","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18324","0.0486","0.0486","0.0486","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18325","0.058","0.058","0.058","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18327","0.0488","0.0488","0.0488","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18328","0.0408","0.0408","0.0408","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18329","0.0594","0.0594","0.0594","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18331","0.058","0.058","0.058","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18333","0.048","0.048","0.048","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18336","0.0364","0.0364","0.0364","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18339","0.0526","0.0526","0.0526","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18346","0.0482","0.0482","0.0482","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18348","0.0448","0.0448","0.0448","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18349","0.0503","0.0503","0.0503","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18350","0.044","0.044","0.044","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18354","0.0488","0.0488","0.0488","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18356","0.0417","0.0417","0.0417","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18362","0.0586","0.0586","0.0586","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18363","0.0485","0.0485","0.0485","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18364","0.0489","0.0489","0.0489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18365","0.049","0.049","0.049","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18368","0.0518","0.0518","0.0518","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18369","0.0587","0.0587","0.0587","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18371","0.0608","0.0608","0.0608","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18372","0.048","0.048","0.048","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18373","0.0498","0.0498","0.0498","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18374","0.0517","0.0517","0.0517","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18378","0.0464","0.0464","0.0464","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18380","0.0532","0.0532","0.0532","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18382","0.0551","0.0551","0.0551","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18384","0.0485","0.0485","0.0485","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18385","0.0504","0.0504","0.0504","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18386","0.0533","0.0533","0.0533","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18387","0.0544","0.0544","0.0544","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18389","0.0552","0.0552","0.0552","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18390","0.0564","0.0564","0.0564","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18391","0.0491","0.0491","0.0491","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18394","0.0553","0.0553","0.0553","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18395","0.0455","0.0455","0.0455","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18396","0.0467","0.0467","0.0467","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18397","0.0526","0.0526","0.0526","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18398","0.0489","0.0489","0.0489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18404","0.0461","0.0461","0.0461","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18406","0.0601","0.0601","0.0601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18408","0.0454","0.0454","0.0454","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18409","0.0527","0.0527","0.0527","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18410","0.0455","0.0455","0.0455","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18412","0.0511","0.0511","0.0511","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18414","0.0484","0.0484","0.0484","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18415","0.0503","0.0503","0.0503","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18416","0.055","0.055","0.055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18417","0.0418","0.0418","0.0418","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18419","0.0559","0.0559","0.0559","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18422","0.0574","0.0574","0.0574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18425","0.0476","0.0476","0.0476","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18426","0.0574","0.0574","0.0574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18428","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18429","0.0587","0.0587","0.0587","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18430","0.0489","0.0489","0.0489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18431","0.0518","0.0518","0.0518","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18435","0.048","0.048","0.048","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18436","0.0565","0.0565","0.0565","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18437","0.0558","0.0558","0.0558","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18439","0.0448","0.0448","0.0448","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18440","0.055","0.055","0.055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18441","0.0738","0.0738","0.0738","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18446","0.0488","0.0488","0.0488","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18448","0.054","0.054","0.054","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18449","0.0466","0.0466","0.0466","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18450","0.052","0.052","0.052","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18451","0.056","0.056","0.056","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18452","0.0441","0.0441","0.0441","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18453","0.0549","0.0549","0.0549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18455","0.0487","0.0487","0.0487","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18457","0.0727","0.0727","0.0727","","","","","","","","","","","","","","","","","","","","","","","","","","",""
